Transaction_ID,Date,Product,Category,Quantity,Price_per_Unit,Total_Sales
1022,2025-02-12 13:00:00,Vegetables,Packaged,5,401.39,2006.95
1023,2025-02-12 14:00:00,Vegetables,Bakery,9,135.99,1223.91
1024,2025-02-12 15:00:00,Milk,Bakery,6,312.84,1877.04
1025,2025-02-12 16:00:00,Vegetables,Dairy,8,235.43,1883.44
1026,2025-02-12 17:00:00,Sugar,Packaged,1,393.4,393.4
1027,2025-02-12 18:00:00,Eggs,Packaged,7,161.54,1130.78
1028,2025-02-12 19:00:00,Eggs,Bakery,3,325.16,975.48
1029,2025-02-12 20:00:00,Rice,Bakery,9,442.28,3980.52
1030,2025-02-12 21:00:00,Bread,Bakery,6,207.05,1242.3
1031,2025-02-12 22:00:00,Bread,Staples,5,42.64,213.2
1032,2025-02-12 23:00:00,Milk,Produce,8,262.86,2102.88
1033,2025-02-13 00:00:00,Sugar,Staples,8,179.53,1436.24
1034,2025-02-13 01:00:00,Rice,Packaged,3,339.39,1018.17
1035,2025-02-13 02:00:00,Bread,Dairy,2,476.01,952.02
1036,2025-02-13 03:00:00,Eggs,Produce,2,247.95,495.9
1037,2025-02-13 04:00:00,Vegetables,Dairy,5,238.43,1192.15
1038,2025-02-13 05:00:00,Vegetables,Packaged,7,330.75,2315.25
1039,2025-02-13 06:00:00,Rice,Packaged,8,60.71,485.68
1040,2025-02-13 07:00:00,Sugar,Dairy,8,134.22,1073.76
1041,2025-02-13 08:00:00,Sugar,Dairy,8,460.3,3682.4
1042,2025-02-13 09:00:00,Fruits,Dairy,3,338.27,1014.81
1043,2025-02-13 10:00:00,Beverages,Packaged,2,16.59,33.18
1044,2025-02-13 11:00:00,Bread,Bakery,4,110.27,441.08
1045,2025-02-13 12:00:00,Sugar,Dairy,1,344.59,344.59
1046,2025-02-13 13:00:00,Eggs,Produce,3,384.56,1153.68
1047,2025-02-13 14:00:00,Rice,Packaged,9,421.53,3793.77
1048,2025-02-13 15:00:00,Fruits,Staples,7,153.17,1072.19
1049,2025-02-13 16:00:00,Snacks,Staples,7,466.2,3263.4
1050,2025-02-13 17:00:00,Milk,Produce,1,280.94,280.94
1051,2025-02-13 18:00:00,Snacks,Bakery,7,351.3,2459.1
1052,2025-02-13 19:00:00,Vegetables,Dairy,7,302.4,2116.8
1053,2025-02-13 20:00:00,Milk,Packaged,4,70.14,280.56
1054,2025-02-13 21:00:00,Bread,Dairy,7,481.93,3373.51
1055,2025-02-13 22:00:00,Eggs,Packaged,8,70.21,561.68
1056,2025-02-13 23:00:00,Milk,Staples,3,134.89,404.67
1057,2025-02-14 00:00:00,Beverages,Dairy,2,408.68,817.36
1058,2025-02-14 01:00:00,Snacks,Produce,7,313.11,2191.77
1059,2025-02-14 02:00:00,Bread,Bakery,5,420.69,2103.45
1060,2025-02-14 03:00:00,Beverages,Produce,5,262.71,1313.55
1061,2025-02-14 04:00:00,Vegetables,Bakery,5,194.73,973.65
1062,2025-02-14 05:00:00,Beverages,Dairy,7,461.7,3231.9
1063,2025-02-14 06:00:00,Fruits,Dairy,9,27.76,249.84
1064,2025-02-14 07:00:00,Fruits,Bakery,8,429.5,3436.0
1065,2025-02-14 08:00:00,Rice,Staples,6,123.1,738.6
1066,2025-02-14 09:00:00,Bread,Packaged,7,425.88,2981.16
1067,2025-02-14 10:00:00,Vegetables,Produce,9,78.21,703.89
1068,2025-02-14 11:00:00,Sugar,Produce,6,294.31,1765.86
1069,2025-02-14 12:00:00,Fruits,Produce,1,445.17,445.17
1070,2025-02-14 13:00:00,Bread,Dairy,4,242.03,968.12
1071,2025-02-14 14:00:00,Sugar,Produce,8,375.82,3006.56
1072,2025-02-14 15:00:00,Rice,Packaged,7,404.29,2830.03
1073,2025-02-14 16:00:00,Beverages,Packaged,3,370.88,1112.64
1074,2025-02-14 17:00:00,Fruits,Bakery,3,463.41,1390.23
1075,2025-02-14 18:00:00,Bread,Dairy,3,228.95,686.85
1076,2025-02-14 19:00:00,Milk,Packaged,1,94.83,94.83
1077,2025-02-14 20:00:00,Sugar,Staples,1,33.43,33.43
1078,2025-02-14 21:00:00,Beverages,Dairy,6,130.77,784.62
1079,2025-02-14 22:00:00,Fruits,Dairy,1,80.17,80.17
1080,2025-02-14 23:00:00,Vegetables,Packaged,5,283.39,1416.95
1081,2025-02-15 00:00:00,Sugar,Staples,4,100.62,402.48
1082,2025-02-15 01:00:00,Fruits,Bakery,5,29.08,145.4
1083,2025-02-15 02:00:00,Sugar,Packaged,7,27.64,193.48
1084,2025-02-15 03:00:00,Beverages,Staples,6,417.47,2504.82
1085,2025-02-15 04:00:00,Fruits,Dairy,9,299.81,2698.29
1086,2025-02-15 05:00:00,Snacks,Staples,6,185.46,1112.76
1087,2025-02-15 06:00:00,Bread,Dairy,9,448.17,4033.53
1088,2025-02-15 07:00:00,Beverages,Packaged,4,44.4,177.6
1089,2025-02-15 08:00:00,Sugar,Packaged,1,490.36,490.36
1090,2025-02-15 09:00:00,Vegetables,Produce,1,311.98,311.98
1091,2025-02-15 10:00:00,Milk,Produce,7,99.9,699.3
1092,2025-02-15 11:00:00,Sugar,Produce,3,342.74,1028.22
1093,2025-02-15 12:00:00,Bread,Packaged,2,384.06,768.12
1094,2025-02-15 13:00:00,Fruits,Bakery,6,220.38,1322.28
1095,2025-02-15 14:00:00,Milk,Packaged,6,432.2,2593.2
1096,2025-02-15 15:00:00,Eggs,Staples,7,83.86,587.02
1097,2025-02-15 16:00:00,Sugar,Packaged,5,146.63,733.15
1098,2025-02-15 17:00:00,Rice,Packaged,8,55.81,446.48
1099,2025-02-15 18:00:00,Eggs,Dairy,7,113.33,793.31
1100,2025-02-15 19:00:00,Sugar,Dairy,2,126.98,253.96
1101,2025-02-15 20:00:00,Snacks,Dairy,1,459.64,459.64
1102,2025-02-15 21:00:00,Rice,Packaged,9,48.27,434.43
1103,2025-02-15 22:00:00,Milk,Bakery,5,219.43,1097.15
1104,2025-02-15 23:00:00,Vegetables,Staples,5,270.88,1354.4
1105,2025-02-16 00:00:00,Snacks,Staples,4,450.36,1801.44
1106,2025-02-16 01:00:00,Eggs,Bakery,2,498.87,997.74
1107,2025-02-16 02:00:00,Fruits,Bakery,5,379.16,1895.8
1108,2025-02-16 03:00:00,Bread,Staples,2,485.69,971.38
1109,2025-02-16 04:00:00,Vegetables,Produce,7,395.68,2769.76
1110,2025-02-16 05:00:00,Snacks,Dairy,9,481.97,4337.73
1111,2025-02-16 06:00:00,Fruits,Dairy,9,356.56,3209.04
1112,2025-02-16 07:00:00,Fruits,Staples,6,49.08,294.48
1113,2025-02-16 08:00:00,Sugar,Bakery,1,206.94,206.94
1114,2025-02-16 09:00:00,Snacks,Produce,6,326.83,1960.98
1115,2025-02-16 10:00:00,Milk,Staples,5,181.85,909.25
1116,2025-02-16 11:00:00,Rice,Dairy,4,143.96,575.84
1117,2025-02-16 12:00:00,Rice,Packaged,6,292.93,1757.58
1118,2025-02-16 13:00:00,Eggs,Bakery,6,467.42,2804.52
1119,2025-02-16 14:00:00,Eggs,Packaged,6,27.14,162.84
1120,2025-02-16 15:00:00,Rice,Staples,2,386.92,773.84
1121,2025-02-16 16:00:00,Milk,Dairy,7,364.14,2548.98
1122,2025-02-16 17:00:00,Bread,Produce,4,482.34,1929.36
1123,2025-02-16 18:00:00,Beverages,Packaged,9,466.05,4194.45
1124,2025-02-16 19:00:00,Bread,Produce,2,383.49,766.98
1125,2025-02-16 20:00:00,Sugar,Dairy,5,265.0,1325.0
1126,2025-02-16 21:00:00,Beverages,Packaged,4,110.09,440.36
1127,2025-02-16 22:00:00,Beverages,Produce,9,277.17,2494.53
1128,2025-02-16 23:00:00,Snacks,Produce,4,385.02,1540.08
1129,2025-02-17 00:00:00,Milk,Packaged,8,448.88,3591.04
1130,2025-02-17 01:00:00,Milk,Dairy,8,396.96,3175.68
1131,2025-02-17 02:00:00,Beverages,Produce,6,105.68,634.08
1132,2025-02-17 03:00:00,Snacks,Staples,6,303.85,1823.1
1133,2025-02-17 04:00:00,Beverages,Packaged,8,172.76,1382.08
1134,2025-02-17 05:00:00,Vegetables,Bakery,9,14.51,130.59
1135,2025-02-17 06:00:00,Eggs,Bakery,5,108.11,540.55
1136,2025-02-17 07:00:00,Eggs,Dairy,1,65.48,65.48
1137,2025-02-17 08:00:00,Bread,Staples,1,422.93,422.93
1138,2025-02-17 09:00:00,Sugar,Produce,2,136.67,273.34
1139,2025-02-17 10:00:00,Eggs,Bakery,5,149.5,747.5
1140,2025-02-17 11:00:00,Fruits,Dairy,4,480.37,1921.48
1141,2025-02-17 12:00:00,Bread,Staples,1,195.75,195.75
1142,2025-02-17 13:00:00,Eggs,Staples,4,14.7,58.8
1143,2025-02-17 14:00:00,Sugar,Dairy,4,149.08,596.32
1144,2025-02-17 15:00:00,Milk,Dairy,4,68.46,273.84
1145,2025-02-17 16:00:00,Milk,Produce,1,60.38,60.38
1146,2025-02-17 17:00:00,Beverages,Dairy,9,47.97,431.73
1147,2025-02-17 18:00:00,Vegetables,Produce,3,300.7,902.1
1148,2025-02-17 19:00:00,Milk,Produce,4,102.78,411.12
1149,2025-02-17 20:00:00,Snacks,Packaged,5,187.01,935.05
1150,2025-02-17 21:00:00,Eggs,Staples,7,432.39,3026.73
1151,2025-02-17 22:00:00,Snacks,Staples,6,217.93,1307.58
1152,2025-02-17 23:00:00,Sugar,Staples,5,458.69,2293.45
1153,2025-02-18 00:00:00,Milk,Packaged,8,253.99,2031.92
1154,2025-02-18 01:00:00,Vegetables,Produce,1,205.43,205.43
1155,2025-02-18 02:00:00,Sugar,Produce,7,377.69,2643.83
1156,2025-02-18 03:00:00,Fruits,Dairy,6,45.86,275.16
1157,2025-02-18 04:00:00,Fruits,Packaged,5,53.84,269.2
1158,2025-02-18 05:00:00,Snacks,Dairy,7,329.47,2306.29
1159,2025-02-18 06:00:00,Beverages,Packaged,3,248.6,745.8
1160,2025-02-18 07:00:00,Bread,Dairy,1,397.3,397.3
1161,2025-02-18 08:00:00,Beverages,Bakery,9,458.97,4130.73
1162,2025-02-18 09:00:00,Beverages,Staples,2,200.3,400.6
1163,2025-02-18 10:00:00,Vegetables,Staples,3,302.24,906.72
1164,2025-02-18 11:00:00,Milk,Produce,8,255.34,2042.72
1165,2025-02-18 12:00:00,Vegetables,Bakery,9,490.99,4418.91
1166,2025-02-18 13:00:00,Sugar,Staples,3,417.23,1251.69
1167,2025-02-18 14:00:00,Fruits,Produce,6,456.75,2740.5
1168,2025-02-18 15:00:00,Vegetables,Bakery,7,134.63,942.41
1169,2025-02-18 16:00:00,Sugar,Staples,1,388.54,388.54
1170,2025-02-18 17:00:00,Vegetables,Dairy,7,140.08,980.56
1171,2025-02-18 18:00:00,Beverages,Packaged,4,112.28,449.12
1172,2025-02-18 19:00:00,Eggs,Bakery,5,472.69,2363.45
1173,2025-02-18 20:00:00,Snacks,Produce,8,19.46,155.68
1174,2025-02-18 21:00:00,Bread,Bakery,4,483.04,1932.16
1175,2025-02-18 22:00:00,Vegetables,Produce,4,83.14,332.56
1176,2025-02-18 23:00:00,Bread,Bakery,8,411.52,3292.16
1177,2025-02-19 00:00:00,Rice,Produce,5,145.2,726.0
1178,2025-02-19 01:00:00,Vegetables,Staples,6,181.84,1091.04
1179,2025-02-19 02:00:00,Eggs,Dairy,5,116.21,581.05
1180,2025-02-19 03:00:00,Bread,Staples,1,296.9,296.9
1181,2025-02-19 04:00:00,Vegetables,Dairy,7,180.57,1263.99
1182,2025-02-19 05:00:00,Milk,Staples,6,332.12,1992.72
1183,2025-02-19 06:00:00,Snacks,Staples,2,17.67,35.34
1184,2025-02-19 07:00:00,Eggs,Bakery,7,41.54,290.78
1185,2025-02-19 08:00:00,Bread,Packaged,6,58.83,352.98
1186,2025-02-19 09:00:00,Eggs,Produce,5,215.31,1076.55
1187,2025-02-19 10:00:00,Sugar,Produce,8,409.25,3274.0
1188,2025-02-19 11:00:00,Snacks,Produce,5,445.21,2226.05
1189,2025-02-19 12:00:00,Vegetables,Dairy,2,129.96,259.92
1190,2025-02-19 13:00:00,Vegetables,Produce,6,291.44,1748.64
1191,2025-02-19 14:00:00,Vegetables,Produce,1,386.5,386.5
1192,2025-02-19 15:00:00,Snacks,Bakery,5,151.53,757.65
1193,2025-02-19 16:00:00,Milk,Staples,6,210.41,1262.46
1194,2025-02-19 17:00:00,Rice,Produce,7,266.75,1867.25
1195,2025-02-19 18:00:00,Fruits,Packaged,2,76.09,152.18
1196,2025-02-19 19:00:00,Beverages,Produce,1,22.73,22.73
1197,2025-02-19 20:00:00,Bread,Dairy,6,84.87,509.22
1198,2025-02-19 21:00:00,Milk,Dairy,3,317.16,951.48
1199,2025-02-19 22:00:00,Bread,Dairy,5,46.07,230.35
1200,2025-02-19 23:00:00,Vegetables,Produce,2,102.95,205.9
1201,2025-02-20 00:00:00,Eggs,Bakery,1,175.55,175.55
1202,2025-02-20 01:00:00,Bread,Packaged,1,48.16,48.16
1203,2025-02-20 02:00:00,Vegetables,Produce,4,103.93,415.72
1204,2025-02-20 03:00:00,Bread,Bakery,2,456.52,913.04
1205,2025-02-20 04:00:00,Eggs,Bakery,1,19.46,19.46
1206,2025-02-20 05:00:00,Vegetables,Produce,6,330.18,1981.08
1207,2025-02-20 06:00:00,Rice,Produce,4,198.36,793.44
1208,2025-02-20 07:00:00,Milk,Bakery,7,339.6,2377.2
1209,2025-02-20 08:00:00,Sugar,Bakery,6,298.46,1790.76
1210,2025-02-20 09:00:00,Beverages,Bakery,5,119.51,597.55
1211,2025-02-20 10:00:00,Snacks,Produce,2,425.13,850.26
1212,2025-02-20 11:00:00,Beverages,Bakery,5,251.05,1255.25
1213,2025-02-20 12:00:00,Beverages,Dairy,9,413.04,3717.36
1214,2025-02-20 13:00:00,Vegetables,Produce,9,208.95,1880.55
1215,2025-02-20 14:00:00,Rice,Dairy,2,492.5,985.0
1216,2025-02-20 15:00:00,Sugar,Staples,7,387.54,2712.78
1217,2025-02-20 16:00:00,Milk,Produce,4,483.32,1933.28
1218,2025-02-20 17:00:00,Milk,Staples,3,262.02,786.06
1219,2025-02-20 18:00:00,Eggs,Bakery,1,242.11,242.11
1220,2025-02-20 19:00:00,Snacks,Bakery,3,380.17,1140.51
1221,2025-02-20 20:00:00,Bread,Packaged,9,441.34,3972.06
1222,2025-02-20 21:00:00,Rice,Bakery,9,482.43,4341.87
1223,2025-02-20 22:00:00,Bread,Staples,7,169.03,1183.21
1224,2025-02-20 23:00:00,Sugar,Bakery,3,401.37,1204.11
1225,2025-02-21 00:00:00,Beverages,Produce,3,113.22,339.66
1226,2025-02-21 01:00:00,Milk,Bakery,4,277.33,1109.32
1227,2025-02-21 02:00:00,Sugar,Packaged,7,98.13,686.91
1228,2025-02-21 03:00:00,Beverages,Bakery,7,180.22,1261.54
1229,2025-02-21 04:00:00,Milk,Staples,2,466.37,932.74
1230,2025-02-21 05:00:00,Beverages,Staples,5,81.58,407.9
1231,2025-02-21 06:00:00,Snacks,Bakery,7,319.88,2239.16
1232,2025-02-21 07:00:00,Rice,Staples,7,300.55,2103.85
1233,2025-02-21 08:00:00,Sugar,Staples,6,69.16,414.96
1234,2025-02-21 09:00:00,Sugar,Packaged,8,169.73,1357.84
1235,2025-02-21 10:00:00,Fruits,Produce,3,285.86,857.58
1236,2025-02-21 11:00:00,Vegetables,Packaged,1,101.72,101.72
1237,2025-02-21 12:00:00,Snacks,Dairy,3,402.31,1206.93
1238,2025-02-21 13:00:00,Snacks,Packaged,2,486.36,972.72
1239,2025-02-21 14:00:00,Bread,Bakery,2,115.23,230.46
1240,2025-02-21 15:00:00,Beverages,Produce,2,101.59,203.18
1241,2025-02-21 16:00:00,Vegetables,Bakery,5,232.92,1164.6
1242,2025-02-21 17:00:00,Rice,Dairy,1,376.4,376.4
1243,2025-02-21 18:00:00,Rice,Produce,4,147.98,591.92
1244,2025-02-21 19:00:00,Snacks,Staples,5,19.74,98.7
1245,2025-02-21 20:00:00,Rice,Packaged,2,275.2,550.4
1246,2025-02-21 21:00:00,Fruits,Bakery,5,478.73,2393.65
1247,2025-02-21 22:00:00,Sugar,Dairy,4,201.73,806.92
1248,2025-02-21 23:00:00,Eggs,Staples,8,215.87,1726.96
1249,2025-02-22 00:00:00,Bread,Packaged,1,484.76,484.76
1250,2025-02-22 01:00:00,Beverages,Staples,5,350.36,1751.8
1251,2025-02-22 02:00:00,Beverages,Packaged,1,362.39,362.39
1252,2025-02-22 03:00:00,Milk,Produce,4,285.72,1142.88
1253,2025-02-22 04:00:00,Eggs,Staples,8,487.56,3900.48
1254,2025-02-22 05:00:00,Snacks,Staples,1,347.54,347.54
1255,2025-02-22 06:00:00,Fruits,Staples,2,448.57,897.14
1256,2025-02-22 07:00:00,Sugar,Produce,1,352.7,352.7
1257,2025-02-22 08:00:00,Sugar,Dairy,7,370.21,2591.47
1258,2025-02-22 09:00:00,Fruits,Packaged,2,152.3,304.6
1259,2025-02-22 10:00:00,Vegetables,Staples,1,158.7,158.7
1260,2025-02-22 11:00:00,Milk,Produce,6,393.66,2361.96
1261,2025-02-22 12:00:00,Beverages,Dairy,6,155.39,932.34
1262,2025-02-22 13:00:00,Eggs,Packaged,2,285.76,571.52
1263,2025-02-22 14:00:00,Rice,Produce,1,132.18,132.18
1264,2025-02-22 15:00:00,Milk,Packaged,3,410.32,1230.96
1265,2025-02-22 16:00:00,Eggs,Staples,5,64.15,320.75
1266,2025-02-22 17:00:00,Bread,Dairy,6,416.43,2498.58
1267,2025-02-22 18:00:00,Bread,Produce,3,305.34,916.02
1268,2025-02-22 19:00:00,Milk,Dairy,9,101.59,914.31
1269,2025-02-22 20:00:00,Snacks,Staples,5,275.6,1378.0
1270,2025-02-22 21:00:00,Eggs,Dairy,2,148.42,296.84
1271,2025-02-22 22:00:00,Eggs,Dairy,6,168.5,1011.0
1272,2025-02-22 23:00:00,Fruits,Bakery,8,182.25,1458.0
1273,2025-02-23 00:00:00,Snacks,Dairy,6,41.03,246.18
1274,2025-02-23 01:00:00,Beverages,Packaged,4,493.12,1972.48
1275,2025-02-23 02:00:00,Beverages,Produce,6,25.45,152.7
1276,2025-02-23 03:00:00,Rice,Bakery,8,334.62,2676.96
1277,2025-02-23 04:00:00,Sugar,Produce,8,191.9,1535.2
1278,2025-02-23 05:00:00,Bread,Produce,2,326.55,653.1
1279,2025-02-23 06:00:00,Beverages,Staples,8,184.56,1476.48
1280,2025-02-23 07:00:00,Snacks,Staples,6,340.14,2040.84
1281,2025-02-23 08:00:00,Eggs,Bakery,2,367.33,734.66
1282,2025-02-23 09:00:00,Beverages,Staples,1,348.37,348.37
1283,2025-02-23 10:00:00,Eggs,Staples,6,65.84,395.04
1284,2025-02-23 11:00:00,Beverages,Staples,7,331.88,2323.16
1285,2025-02-23 12:00:00,Bread,Produce,5,147.19,735.95
1286,2025-02-23 13:00:00,Beverages,Bakery,8,24.11,192.88
1287,2025-02-23 14:00:00,Snacks,Produce,9,213.27,1919.43
1288,2025-02-23 15:00:00,Beverages,Packaged,4,222.44,889.76
1289,2025-02-23 16:00:00,Sugar,Produce,7,238.92,1672.44
1290,2025-02-23 17:00:00,Bread,Packaged,8,355.36,2842.88
1291,2025-02-23 18:00:00,Snacks,Dairy,6,161.33,967.98
1292,2025-02-23 19:00:00,Fruits,Dairy,2,164.49,328.98
1293,2025-02-23 20:00:00,Snacks,Packaged,7,39.67,277.69
1294,2025-02-23 21:00:00,Sugar,Packaged,9,346.54,3118.86
1295,2025-02-23 22:00:00,Bread,Produce,5,288.23,1441.15
1296,2025-02-23 23:00:00,Fruits,Packaged,2,181.22,362.44
1297,2025-02-24 00:00:00,Sugar,Bakery,4,355.54,1422.16
1298,2025-02-24 01:00:00,Sugar,Dairy,3,273.31,819.93
1299,2025-02-24 02:00:00,Milk,Dairy,4,239.93,959.72
1300,2025-02-24 03:00:00,Bread,Packaged,7,260.55,1823.85
1301,2025-02-24 04:00:00,Snacks,Staples,8,321.81,2574.48
1302,2025-02-24 05:00:00,Eggs,Staples,1,333.4,333.4
1303,2025-02-24 06:00:00,Eggs,Packaged,8,151.59,1212.72
1304,2025-02-24 07:00:00,Snacks,Bakery,5,78.96,394.8
1305,2025-02-24 08:00:00,Snacks,Staples,7,86.75,607.25
1306,2025-02-24 09:00:00,Bread,Packaged,1,323.3,323.3
1307,2025-02-24 10:00:00,Snacks,Bakery,2,437.71,875.42
1308,2025-02-24 11:00:00,Milk,Bakery,1,210.65,210.65
1309,2025-02-24 12:00:00,Fruits,Produce,5,93.06,465.3
1310,2025-02-24 13:00:00,Snacks,Bakery,6,380.74,2284.44
1311,2025-02-24 14:00:00,Eggs,Staples,9,417.92,3761.28
1312,2025-02-24 15:00:00,Snacks,Staples,8,441.49,3531.92
1313,2025-02-24 16:00:00,Milk,Packaged,7,307.35,2151.45
1314,2025-02-24 17:00:00,Beverages,Packaged,5,431.76,2158.8
1315,2025-02-24 18:00:00,Beverages,Bakery,3,17.55,52.65
1316,2025-02-24 19:00:00,Sugar,Dairy,9,62.55,562.95
1317,2025-02-24 20:00:00,Rice,Produce,5,55.36,276.8
1318,2025-02-24 21:00:00,Fruits,Dairy,3,359.18,1077.54
1319,2025-02-24 22:00:00,Vegetables,Bakery,3,44.1,132.3
1320,2025-02-24 23:00:00,Sugar,Bakery,3,253.22,759.66
1321,2025-02-25 00:00:00,Beverages,Dairy,6,241.63,1449.78
1322,2025-02-25 01:00:00,Eggs,Produce,1,162.24,162.24
1323,2025-02-25 02:00:00,Vegetables,Dairy,4,436.5,1746.0
1324,2025-02-25 03:00:00,Sugar,Packaged,8,93.51,748.08
1325,2025-02-25 04:00:00,Vegetables,Staples,3,182.71,548.13
1326,2025-02-25 05:00:00,Bread,Packaged,5,389.34,1946.7
1327,2025-02-25 06:00:00,Rice,Staples,2,24.91,49.82
1328,2025-02-25 07:00:00,Bread,Bakery,2,339.75,679.5
1329,2025-02-25 08:00:00,Vegetables,Produce,7,410.03,2870.21
1330,2025-02-25 09:00:00,Bread,Dairy,3,466.81,1400.43
1331,2025-02-25 10:00:00,Milk,Produce,5,439.39,2196.95
1332,2025-02-25 11:00:00,Beverages,Dairy,3,166.5,499.5
1333,2025-02-25 12:00:00,Milk,Packaged,6,297.32,1783.92
1334,2025-02-25 13:00:00,Snacks,Packaged,3,47.87,143.61
1335,2025-02-25 14:00:00,Bread,Dairy,8,136.36,1090.88
1336,2025-02-25 15:00:00,Snacks,Produce,2,56.17,112.34
1337,2025-02-25 16:00:00,Eggs,Dairy,3,164.44,493.32
1338,2025-02-25 17:00:00,Fruits,Bakery,8,438.84,3510.72
1339,2025-02-25 18:00:00,Eggs,Packaged,8,180.11,1440.88
1340,2025-02-25 19:00:00,Vegetables,Bakery,1,285.33,285.33
1341,2025-02-25 20:00:00,Beverages,Packaged,8,222.36,1778.88
1342,2025-02-25 21:00:00,Bread,Packaged,2,234.87,469.74
1343,2025-02-25 22:00:00,Sugar,Staples,7,485.09,3395.63
1344,2025-02-25 23:00:00,Fruits,Bakery,6,155.12,930.72
1345,2025-02-26 00:00:00,Rice,Bakery,2,317.39,634.78
1346,2025-02-26 01:00:00,Rice,Staples,5,215.83,1079.15
1347,2025-02-26 02:00:00,Rice,Produce,7,39.96,279.72
1348,2025-02-26 03:00:00,Bread,Bakery,8,249.77,1998.16
1349,2025-02-26 04:00:00,Rice,Dairy,3,408.54,1225.62
1350,2025-02-26 05:00:00,Milk,Staples,1,58.39,58.39
1351,2025-02-26 06:00:00,Fruits,Bakery,7,44.1,308.7
1352,2025-02-26 07:00:00,Milk,Produce,5,85.28,426.4
1353,2025-02-26 08:00:00,Fruits,Bakery,5,384.56,1922.8
1354,2025-02-26 09:00:00,Milk,Packaged,7,364.76,2553.32
1355,2025-02-26 10:00:00,Fruits,Dairy,1,286.86,286.86
1356,2025-02-26 11:00:00,Snacks,Staples,8,239.43,1915.44
1357,2025-02-26 12:00:00,Bread,Packaged,5,445.28,2226.4
1358,2025-02-26 13:00:00,Bread,Produce,8,385.68,3085.44
1359,2025-02-26 14:00:00,Rice,Packaged,5,407.85,2039.25
1360,2025-02-26 15:00:00,Eggs,Packaged,7,408.5,2859.5
1361,2025-02-26 16:00:00,Rice,Produce,3,324.93,974.79
1362,2025-02-26 17:00:00,Vegetables,Packaged,2,234.43,468.86
1363,2025-02-26 18:00:00,Milk,Staples,6,433.69,2602.14
1364,2025-02-26 19:00:00,Fruits,Bakery,5,463.74,2318.7
1365,2025-02-26 20:00:00,Eggs,Packaged,9,21.66,194.94
1366,2025-02-26 21:00:00,Vegetables,Staples,4,35.26,141.04
1367,2025-02-26 22:00:00,Bread,Bakery,3,479.78,1439.34
1368,2025-02-26 23:00:00,Bread,Bakery,9,145.81,1312.29
1369,2025-02-27 00:00:00,Rice,Packaged,8,437.95,3503.6
1370,2025-02-27 01:00:00,Milk,Staples,6,200.51,1203.06
1371,2025-02-27 02:00:00,Eggs,Packaged,1,68.36,68.36
1372,2025-02-27 03:00:00,Beverages,Produce,1,49.42,49.42
1373,2025-02-27 04:00:00,Vegetables,Bakery,6,86.69,520.14
1374,2025-02-27 05:00:00,Vegetables,Packaged,3,132.45,397.35
1375,2025-02-27 06:00:00,Rice,Bakery,3,249.37,748.11
1376,2025-02-27 07:00:00,Bread,Staples,6,353.73,2122.38
1377,2025-02-27 08:00:00,Rice,Dairy,3,493.34,1480.02
1378,2025-02-27 09:00:00,Fruits,Packaged,6,226.34,1358.04
1379,2025-02-27 10:00:00,Eggs,Packaged,5,263.91,1319.55
1380,2025-02-27 11:00:00,Milk,Bakery,4,265.69,1062.76
1381,2025-02-27 12:00:00,Snacks,Staples,8,274.32,2194.56
1382,2025-02-27 13:00:00,Sugar,Produce,2,263.69,527.38
1383,2025-02-27 14:00:00,Sugar,Staples,7,14.3,100.1
1384,2025-02-27 15:00:00,Rice,Packaged,4,10.85,43.4
1385,2025-02-27 16:00:00,Fruits,Produce,2,57.86,115.72
1386,2025-02-27 17:00:00,Eggs,Staples,7,59.76,418.32
1387,2025-02-27 18:00:00,Beverages,Dairy,1,355.4,355.4
1388,2025-02-27 19:00:00,Sugar,Bakery,4,110.41,441.64
1389,2025-02-27 20:00:00,Eggs,Staples,9,448.41,4035.69
1390,2025-02-27 21:00:00,Milk,Staples,4,465.02,1860.08
1391,2025-02-27 22:00:00,Fruits,Dairy,3,488.19,1464.57
1392,2025-02-27 23:00:00,Bread,Packaged,2,470.15,940.3
1393,2025-02-28 00:00:00,Eggs,Bakery,3,143.23,429.69
1394,2025-02-28 01:00:00,Milk,Staples,1,259.79,259.79
1395,2025-02-28 02:00:00,Beverages,Produce,8,95.97,767.76
1396,2025-02-28 03:00:00,Snacks,Staples,1,405.04,405.04
1397,2025-02-28 04:00:00,Bread,Bakery,3,445.33,1335.99
1398,2025-02-28 05:00:00,Snacks,Staples,3,427.13,1281.39
1399,2025-02-28 06:00:00,Beverages,Dairy,2,222.35,444.7
1400,2025-02-28 07:00:00,Milk,Staples,5,381.75,1908.75
1401,2025-02-28 08:00:00,Sugar,Staples,3,57.81,173.43
1402,2025-02-28 09:00:00,Snacks,Produce,3,29.72,89.16
1403,2025-02-28 10:00:00,Bread,Dairy,8,379.09,3032.72
1404,2025-02-28 11:00:00,Rice,Dairy,4,218.42,873.68
1405,2025-02-28 12:00:00,Vegetables,Staples,4,497.82,1991.28
1406,2025-02-28 13:00:00,Eggs,Produce,3,57.65,172.95
1407,2025-02-28 14:00:00,Sugar,Staples,1,429.26,429.26
1408,2025-02-28 15:00:00,Snacks,Staples,8,245.19,1961.52
1409,2025-02-28 16:00:00,Eggs,Bakery,1,415.3,415.3
1410,2025-02-28 17:00:00,Rice,Bakery,7,410.39,2872.73
